OverallQual,GarageCars,FullBath,TotRmsAbvGrd,MSZoning,Neighborhood,Condition1,Condition2,HouseStyle,ExterQual,BsmtQual,BsmtCond,KitchenQual,GarageType,GarageFinish,PoolQC,GrLivArea,GarageArea,TotalBsmtSF,1stFlrSF,YearBuilt,BsmtFinSF1,WoodDeckSF,2ndFlrSF,OpenPorchSF,LotArea,BsmtUnfSF,SalePrice
7,2,2,8,6,6,3,3,4,4,4,3,4,2,1,0,1456,440,728,728,2006,0,0,728,0,11103,728,155835
4,1,1,5,8,18,3,3,1,3,3,3,2,6,3,0,960,308,960,960,1920,250,0,0,0,6000,710,108500
7,2,2,9,6,17,6,3,1,3,3,3,3,2,2,0,2156,508,1568,2156,1968,297,0,0,80,20781,1203,262500
8,3,2,7,6,24,3,3,1,4,5,3,4,2,1,0,1776,712,1732,1776,2006,80,0,0,0,15306,1652,283463
7,2,2,5,6,21,3,3,1,4,4,3,4,2,2,0,1494,514,1482,1494,1998,1443,402,0,25,16196,39,215000
8,0,2,8,8,18,3,3,4,3,3,2,3,0,0,0,2358,0,684,938,1872,259,0,1215,54,5250,425,122000
5,4,2,12,6,0,1,3,4,3,3,3,3,6,3,0,2634,968,1248,1338,1969,500,0,1296,0,11643,748,200000
6,2,1,8,6,0,3,3,4,3,3,3,3,2,1,0,1716,490,858,858,1962,319,0,858,84,9247,539,171000
6,2,1,4,8,4,3,3,2,4,3,3,3,6,3,0,1176,624,698,786,1937,0,210,390,0,6000,698,134900
8,3,2,9,6,14,3,3,2,4,4,3,4,2,1,0,3238,666,2033,2053,1995,816,283,1185,86,14720,1217,410000
7,3,2,7,6,6,3,3,4,4,4,3,4,2,2,0,1865,839,992,992,2000,735,0,873,184,10316,257,235000
7,2,3,8,6,17,3,3,8,3,3,3,4,2,2,0,1920,487,570,1222,1968,0,0,698,98,10192,570,170000
5,1,1,5,6,0,3,3,1,3,3,3,3,2,2,0,892,264,864,892,1966,340,0,0,0,9477,524,110000
5,2,1,6,6,0,3,3,1,3,3,3,3,2,1,0,1078,500,1078,1078,1971,734,0,0,0,12537,344,149900
6,2,2,5,3,22,3,3,4,4,4,3,4,6,3,0,1573,440,756,769,2000,378,0,804,32,2117,378,177500
9,3,2,8,6,16,3,3,1,4,5,3,5,2,1,0,1980,770,1980,1980,2004,1447,194,0,45,16737,533,315000
5,2,3,8,6,19,2,3,4,3,3,2,3,4,2,0,2601,621,612,990,1921,0,183,1611,0,9842,612,189000
7,2,2,7,6,23,3,3,1,4,5,3,4,2,1,0,1530,430,1530,1530,2005,1274,168,0,36,16158,256,260000
4,1,2,7,6,0,2,3,2,3,3,2,3,2,3,0,1738,368,715,1281,1920,0,55,457,0,12513,715,104900
6,2,2,6,6,9,3,3,4,3,4,3,4,4,1,0,1412,432,616,616,2006,0,0,796,36,8499,616,156932
7,2,2,4,3,22,3,3,4,4,4,3,4,6,2,0,1200,480,600,520,2005,0,0,600,166,3180,600,144152
7,2,2,7,3,22,3,3,4,4,4,3,4,2,2,0,1674,663,814,814,2000,533,0,860,96,7500,281,216000
7,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,1790,588,873,882,1999,633,0,908,88,9179,240,193000
5,1,2,6,8,11,3,3,4,3,3,3,3,2,2,0,1475,336,757,925,1977,548,104,550,26,2665,36,127000
6,2,1,4,8,6,3,3,1,4,4,3,4,2,1,0,848,420,848,848,2003,685,140,0,0,4435,163,144000
8,2,2,8,6,6,3,3,1,4,4,3,4,2,1,0,1668,502,1657,1668,2003,370,0,0,262,10635,315,232000
4,1,1,6,6,18,1,3,2,2,3,3,3,6,1,0,1374,338,840,840,1920,315,0,534,0,5400,420,105000
6,1,1,8,6,0,3,3,8,3,3,3,4,4,2,0,1661,377,992,1661,1955,831,0,0,28,9600,161,165500
7,2,2,8,6,6,3,3,4,3,4,3,4,6,2,0,2097,583,1108,1108,1998,975,253,989,170,9750,133,274300
10,3,2,8,6,14,3,3,1,5,5,3,5,2,2,0,2633,804,2633,2633,2001,1282,314,0,140,11400,1351,466500
7,3,2,9,3,22,3,3,4,4,4,3,4,2,1,0,1958,936,1026,1026,2005,0,154,932,210,10625,1026,250000
8,3,2,7,6,24,3,3,1,4,4,3,4,2,1,0,1571,722,1571,1571,2007,0,100,0,36,10991,1571,239000
6,1,1,4,6,19,3,3,1,3,4,3,3,6,3,0,790,160,768,790,1930,384,0,0,141,6292,384,91000
5,2,2,6,6,8,3,3,2,3,3,3,3,6,3,0,1604,660,984,984,1941,408,0,620,68,10998,156,117000
6,1,1,5,8,3,3,3,4,3,3,2,3,6,3,0,987,264,483,483,1973,309,72,504,0,1953,174,83000
5,2,2,7,6,24,3,3,8,3,4,3,4,4,1,0,1394,400,384,754,2006,0,100,640,0,9735,384,167500
3,1,1,5,6,8,3,3,1,3,3,2,3,6,3,0,864,200,864,864,1914,203,0,0,0,8212,661,58500
6,2,2,7,6,0,3,3,1,3,3,3,3,2,1,0,2117,550,1205,2117,1970,865,0,0,42,12925,340,237500
7,2,1,8,8,18,3,3,4,3,2,3,4,6,3,0,1762,576,596,998,1920,0,36,764,0,7200,596,157000
5,2,2,7,6,20,3,3,1,3,3,3,4,2,3,0,1416,576,816,1416,1918,0,0,0,0,25339,816,112000
6,1,1,6,6,8,3,3,2,3,3,3,3,6,3,0,1258,280,560,698,1939,204,0,560,0,9060,356,105000
4,1,1,7,8,10,3,3,2,3,3,3,4,6,3,0,1154,240,796,796,1922,735,0,358,96,5436,61,125500
7,2,3,12,6,17,5,3,4,3,4,3,4,2,2,1,2784,564,1392,1392,1978,790,0,1392,112,16692,133,250000
6,1,2,10,8,18,1,3,2,3,3,3,4,6,3,0,2526,216,714,1664,1916,168,88,862,15,8520,0,136000
9,3,2,7,6,9,3,3,1,5,5,3,5,2,1,0,1746,758,1746,1746,2006,1320,201,0,39,14892,426,377500
6,2,1,6,8,4,3,3,2,3,3,4,3,6,3,0,1218,440,735,869,1941,375,0,349,0,6000,360,131000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1525,541,1525,1525,2000,1400,219,0,36,9100,125,235000
5,3,2,8,6,0,3,3,1,3,3,3,3,6,3,0,1584,792,1584,1584,1967,0,0,0,152,8944,1584,124000
5,1,1,6,6,0,3,3,7,3,3,3,3,2,2,0,900,288,864,900,1967,769,175,0,144,7838,95,123000
6,2,2,7,8,18,3,3,2,3,2,3,3,6,3,0,1912,672,482,1221,1905,0,0,691,25,10800,482,163000
7,3,2,6,6,1,3,3,1,4,4,3,4,2,1,0,1500,648,1356,1500,2006,1070,161,0,20,4045,286,246578
8,3,2,9,6,24,3,3,4,4,4,4,4,4,1,0,2482,642,1094,1133,2005,0,144,1349,39,12665,1094,281213
5,2,1,7,6,24,3,3,1,3,3,3,3,6,3,0,1687,572,747,1687,1948,353,0,0,0,57200,60,160000
5,1,1,8,8,4,3,3,4,3,3,3,3,6,3,0,1513,180,939,939,1920,0,24,574,0,6120,939,137500
5,1,1,7,6,0,3,3,2,3,3,3,3,2,3,0,1904,240,1208,1136,1950,180,0,768,0,7200,676,138000
6,1,2,7,6,19,3,3,2,3,3,3,4,6,3,0,1608,216,976,1160,1925,264,147,448,16,6171,712,137450
6,1,1,5,8,4,3,3,2,3,3,3,3,4,2,0,1158,208,862,950,1929,0,0,208,0,6000,862,120000
6,2,2,8,6,9,3,3,4,3,3,3,3,2,1,0,1593,398,839,864,2004,759,100,729,75,7415,80,193000
7,2,2,6,6,6,3,3,1,4,4,4,4,2,2,0,1294,662,1286,1294,2006,0,168,0,55,6762,1286,193879
8,3,2,6,6,22,5,3,1,4,4,3,4,2,3,0,1464,754,1485,1464,2007,929,168,0,160,15256,556,282922
3,3,1,6,6,18,1,3,2,3,3,3,3,6,3,0,1214,936,672,694,1915,0,216,520,0,10410,672,105000
8,2,2,5,8,7,3,3,1,4,5,3,4,2,1,0,1646,482,1594,1646,2004,1373,128,0,53,3842,221,275000
5,2,1,5,6,6,3,3,7,3,4,3,3,6,3,0,768,396,768,768,1972,656,58,0,0,8445,112,133000
5,0,1,5,6,12,3,3,1,3,3,3,3,0,0,0,833,0,833,833,1985,625,0,0,0,8780,208,112000
4,2,1,6,8,18,3,3,4,3,2,3,3,6,3,0,1363,528,622,741,1910,0,0,622,0,7740,622,125500
7,2,2,7,6,17,3,3,4,3,4,3,3,2,1,0,2093,542,791,1236,1986,0,364,857,63,20544,791,215000
7,2,2,6,6,6,3,3,4,4,4,3,4,2,2,0,1840,622,944,944,2001,666,0,896,45,12420,278,230000
6,1,1,6,6,0,3,3,2,3,3,3,3,2,3,0,1668,271,856,1112,1950,120,0,556,0,9600,736,140000
4,2,2,6,6,0,3,3,1,3,0,0,3,6,3,0,1040,420,0,1040,1949,0,0,0,0,7200,0,90000
8,2,2,7,6,21,3,3,1,4,4,4,4,2,1,0,1844,620,1844,1844,2005,976,165,0,44,10994,868,257000
6,2,1,8,6,4,3,3,2,3,3,3,4,6,3,0,1848,370,833,1053,1923,0,0,795,0,13053,833,207000
7,3,2,7,6,1,3,3,1,4,4,3,4,2,2,0,1569,660,1386,1569,2007,988,143,0,20,3635,398,175900
4,2,2,11,8,18,3,3,4,3,3,3,3,6,3,0,2290,560,777,1246,1885,0,0,1044,0,11340,777,122500
8,3,2,7,6,14,3,3,4,4,4,3,4,2,1,0,2450,1069,1284,1310,1998,781,0,1140,126,16545,503,340000
5,1,1,6,6,0,3,3,1,3,3,3,3,6,3,0,1144,336,1144,1144,1963,25,0,0,88,9204,247,124000
6,2,2,7,6,7,3,3,1,4,3,3,4,2,2,0,1844,540,1844,1844,1969,1110,0,0,73,16381,734,223000
6,2,2,7,6,17,3,3,4,3,3,3,3,2,2,0,1416,776,708,708,1968,404,0,708,169,11700,304,179900
6,2,2,4,6,15,3,3,1,3,4,3,3,2,2,0,1069,440,1069,1069,1977,360,0,0,55,4043,709,127500
6,2,1,3,8,6,3,3,1,4,4,3,4,2,1,0,848,420,848,848,2003,686,140,0,0,4435,162,136500
6,2,2,8,6,8,3,3,8,4,4,3,4,2,3,3,2201,432,697,1575,1966,0,586,626,236,19690,697,274970
5,1,1,6,6,0,3,3,1,3,3,3,3,6,3,0,1344,484,1024,1344,1958,457,316,0,28,9503,193,144000
6,2,1,7,6,0,3,3,1,4,3,3,4,6,3,0,1252,528,1252,1252,1959,0,0,0,39,10721,1252,142000
7,2,2,5,6,14,3,3,4,4,4,3,4,2,2,0,2127,525,1223,1223,1994,1000,171,904,132,10944,223,271000
5,1,1,6,6,0,1,3,2,3,3,3,3,2,3,0,1558,288,913,1048,1945,580,0,510,0,10930,333,140000
5,1,1,4,8,18,3,3,1,3,3,3,4,2,3,0,804,240,788,804,1940,510,0,0,0,7200,278,119000
6,2,2,7,6,17,3,3,1,4,4,3,4,2,1,0,1440,467,1440,1440,1981,678,0,0,0,12546,762,182900
5,2,2,7,6,9,5,3,4,4,4,4,3,4,1,0,1838,372,732,734,2005,0,100,1104,40,21930,732,192140
6,2,2,5,6,15,3,3,1,3,4,3,3,2,2,0,958,440,958,958,1976,958,0,0,60,4928,0,143750
4,1,2,5,6,18,3,3,1,3,3,3,3,6,3,0,968,216,656,968,1927,0,0,0,0,10800,656,64500
6,2,2,8,6,9,3,3,4,3,4,3,3,2,1,0,1792,451,936,962,2000,0,0,830,0,10261,936,186500
5,2,2,5,6,12,3,3,1,3,3,3,3,2,2,0,1126,484,1126,1126,1977,936,295,0,41,17400,190,160000
6,2,1,7,6,0,3,3,1,4,3,3,4,2,2,0,1537,462,1319,1537,1962,0,0,0,36,8400,1319,174000
4,2,1,5,6,0,3,3,1,3,3,3,3,6,3,0,864,528,864,864,1971,616,0,0,0,9000,248,120500
8,3,2,7,6,16,3,3,1,5,5,3,5,2,1,0,1932,774,1932,1932,2008,1336,0,0,66,12444,596,394617
6,2,1,6,8,18,1,3,1,3,3,3,3,2,3,0,1236,923,912,1236,1957,600,0,0,158,7407,312,149700
7,2,2,6,6,17,3,3,8,3,3,3,3,2,2,0,1725,550,539,1040,1979,315,0,685,88,11584,114,197000
6,2,2,11,6,7,3,3,5,3,5,3,3,6,1,0,2555,672,588,1423,1922,0,431,748,0,11526,588,191000
6,2,1,3,8,6,3,3,1,4,4,3,4,2,2,0,848,420,848,848,2004,697,149,0,0,4426,151,149300
10,3,2,10,3,22,3,3,4,5,5,3,5,2,1,0,2007,812,1017,1026,2008,765,168,981,52,11003,252,310000
6,1,1,4,6,4,3,3,3,3,3,3,2,6,3,0,952,192,952,952,1916,0,0,0,98,8854,952,121000
7,2,2,7,6,6,3,3,1,4,4,3,4,2,2,0,1422,626,1422,1422,2004,0,192,0,60,8500,1422,179600
6,1,1,6,6,20,3,3,7,3,3,3,3,6,3,0,913,240,814,913,1966,187,0,0,0,8400,0,129000
5,1,1,6,6,12,3,3,1,3,3,3,3,2,3,0,1188,312,1188,1188,1962,593,261,0,39,26142,595,157900
8,2,2,8,6,6,3,3,4,4,4,3,4,2,2,0,2090,556,1220,1220,1995,1079,0,870,65,10000,141,240000
4,1,1,6,6,8,3,3,4,3,2,3,3,6,3,0,1346,384,560,796,1910,0,168,550,24,11767,560,112000
5,0,1,3,8,11,3,3,7,3,4,3,5,0,0,0,630,0,630,630,1970,553,0,0,0,1533,77,92000
5,0,2,8,6,0,3,3,4,3,4,3,3,0,0,0,1792,0,896,896,1974,0,32,896,45,9000,896,136000
8,3,2,7,6,22,3,3,1,4,4,3,5,2,1,0,1578,840,1573,1578,2008,0,0,0,36,9262,1573,287090
5,2,1,5,8,8,3,3,8,3,4,3,3,3,1,0,1072,525,547,1072,2005,547,0,0,28,3675,0,145000
5,0,1,6,6,12,3,3,1,3,4,3,3,0,0,0,1140,0,1140,1140,2006,0,36,0,56,17217,1140,84500
7,2,2,6,3,22,3,3,1,4,4,3,4,2,2,0,1221,400,1221,1221,2004,410,0,0,113,7500,811,185000
6,2,2,7,6,9,3,3,4,3,4,3,3,2,2,0,1647,460,953,953,1999,0,0,694,40,7917,953,175000
6,2,2,7,6,17,3,3,1,3,4,3,3,2,3,0,2073,500,1542,2073,1978,790,349,0,0,13175,589,210000
7,1,2,9,6,7,3,3,4,5,3,4,4,2,2,0,2340,252,1152,1188,1941,275,0,1152,60,9042,877,266500
5,1,1,5,6,0,3,3,1,3,3,3,4,2,3,0,1078,240,1078,1078,1950,49,366,0,0,9717,0,142125
5,1,1,6,6,8,3,3,1,4,3,3,3,2,1,0,1256,276,1256,1256,1965,830,736,0,68,9937,136,147500
